assignment_id,hris_worker_id,position_id,job_code,job_title,job_family,job_level,primary_assignment_flag,fte_fraction,standard_hours_per_week,effective_start_date,effective_end_date
ASN-001364-01,HRIS-WKR-001364,POS-SAL-L2-0151,JOB-SAL-L2-01,Sales L2 Role 01,SAL,L2,Y,1.0,39.0,2020-05-31,
ASN-001365-01,HRIS-WKR-001365,POS-SAL-L1-0148,JOB-SAL-L1-04,Sales L1 Role 04,SAL,L3,Y,1.0,39.0,2024-09-18,
ASN-001366-01,HRIS-WKR-001366,POS-HR-L1-0111,JOB-HR-L1-03,People L1 Role 03,HR,L1,Y,1.0,39.0,2023-02-09,
ASN-001367-01,HRIS-WKR-001367,POS-HR-L1-0112,JOB-HR-L1-04,People L1 Role 04,HR,L1,Y,1.0,39.0,2018-09-10,
ASN-001368-01,HRIS-WKR-001368,POS-ENG-L1-0006,JOB-ENG-L1-06,Engineering L1 Role 06,ENG,L1,Y,1.0,39.0,2018-09-14,
ASN-001369-01,HRIS-WKR-001369,POS-OPS-L1-0041,JOB-OPS-L1-05,Operations L1 Role 05,OPS,L1,Y,0.4,15.6,2025-08-22,
ASN-001370-01,HRIS-WKR-001370,POS-OPS-L1-0039,JOB-OPS-L1-03,Operations L1 Role 03,OPS,L1,Y,1.0,39.0,2023-04-06,
ASN-001370-02,HRIS-WKR-001370,POS-TEC-L4-0204,JOB-TEC-L4-06,Technology L4 Role 06,TEC,L4,N,0.2,7.8,2021-12-21,
ASN-001371-01,HRIS-WKR-001371,POS-ENG-L3-0014,JOB-ENG-L3-02,Engineering L3 Role 02,ENG,L1,Y,1.0,39.0,2018-04-11,
ASN-001372-01,HRIS-WKR-001372,POS-FIN-L4-0095,JOB-FIN-L4-05,Finance L4 Role 05,FIN,L4,Y,1.0,39.0,2019-01-19,
ASN-001373-01,HRIS-WKR-001373,POS-TEC-L1-0186,JOB-TEC-L1-06,Technology L1 Role 06,TEC,L1,Y,1.0,39.0,2018-09-05,
ASN-001374-01,HRIS-WKR-001374,POS-HR-L1-0111,JOB-HR-L1-03,People L1 Role 03,HR,L1,Y,0.6,23.4,2019-11-09,
ASN-001375-01,HRIS-WKR-001375,POS-SAL-L4-0167,JOB-SAL-L4-05,Sales L4 Role 05,SAL,L4,Y,1.0,39.0,2025-10-23,
ASN-001376-01,HRIS-WKR-001376,POS-SAL-L5-0172,JOB-SAL-L5-04,Sales L5 Role 04,SAL,L5,Y,0.6,23.4,2023-11-11,
ASN-001376-02,HRIS-WKR-001376,POS-TEC-L5-0207,JOB-TEC-L5-03,Technology L5 Role 03,TEC,L5,N,0.2,7.8,2025-09-01,
ASN-001377-01,HRIS-WKR-001377,POS-HR-L4-0132,JOB-HR-L4-06,People L4 Role 06,HR,L4,Y,1.0,39.0,2025-07-11,
ASN-001378-01,HRIS-WKR-001378,POS-FIN-L4-0095,JOB-FIN-L4-05,Finance L4 Role 05,FIN,L4,Y,1.0,39.0,2023-11-26,
ASN-001379-01,HRIS-WKR-001379,POS-ENG-L5-0029,JOB-ENG-L5-05,Engineering L5 Role 05,ENG,L5,Y,1.0,39.0,2023-12-13,
ASN-001379-02,HRIS-WKR-001379,POS-SAL-L3-0162,JOB-SAL-L3-06,Sales L3 Role 06,SAL,L3,N,0.3,11.7,2019-07-11,
ASN-001380-01,HRIS-WKR-001380,POS-SAL-L6-0175,JOB-SAL-L6-01,Sales L6 Role 01,SAL,L6,Y,1.0,39.0,2025-11-10,
ASN-001380-02,HRIS-WKR-001380,POS-OPS-L4-0055,JOB-OPS-L4-01,Operations L4 Role 01,OPS,L4,N,0.4,15.6,2025-03-02,
ASN-001381-01,HRIS-WKR-001381,POS-HR-L4-0129,JOB-HR-L4-03,People L4 Role 03,HR,L4,Y,1.0,39.0,2018-12-04,
ASN-001382-01,HRIS-WKR-001382,POS-HR-L3-0122,JOB-HR-L3-02,People L3 Role 02,HR,L3,Y,1.0,39.0,2022-04-05,
ASN-001383-01,HRIS-WKR-001383,POS-TEC-L3-0194,JOB-TEC-L3-02,Technology L3 Role 02,TEC,L3,Y,1.0,39.0,2021-10-28,
ASN-001384-01,HRIS-WKR-001384,POS-FIN-L1-0077,JOB-FIN-L1-05,Finance L1 Role 05,FIN,L1,Y,1.0,39.0,2020-08-30,
ASN-001385-01,HRIS-WKR-001385,POS-TEC-L4-0200,JOB-TEC-L4-02,Technology L4 Role 02,TEC,L4,Y,1.0,39.0,2018-09-11,
ASN-001386-01,HRIS-WKR-001386,POS-TEC-L1-0183,JOB-TEC-L1-03,Technology L1 Role 03,TEC,L1,Y,1.0,39.0,2018-09-22,
ASN-001386-02,HRIS-WKR-001386,POS-FIN-L6-0108,JOB-FIN-L6-06,Finance L6 Role 06,FIN,L6,N,0.3,11.7,2019-03-22,
ASN-001387-01,HRIS-WKR-001387,POS-ENG-L6-0033,JOB-ENG-L6-03,Engineering L6 Role 03,ENG,L6,Y,0.8,31.2,2025-05-28,
ASN-001388-01,HRIS-WKR-001388,POS-SAL-L3-0161,JOB-SAL-L3-05,Sales L3 Role 05,SAL,L3,Y,1.0,39.0,2024-08-28,
ASN-001389-01,HRIS-WKR-001389,POS-OPS-L3-0052,JOB-OPS-L3-04,Operations L3 Role 04,OPS,L3,Y,,,2023-01-23,
ASN-001390-01,HRIS-WKR-001390,POS-ENG-L3-0017,JOB-ENG-L3-05,Engineering L3 Role 05,ENG,L3,Y,0.4,15.6,2025-07-28,
ASN-001391-01,HRIS-WKR-001391,POS-OPS-L2-0046,JOB-OPS-L2-04,Operations L2 Role 04,OPS,L2,Y,1.0,39.0,2025-10-21,
ASN-001392-01,HRIS-WKR-001392,POS-ENG-L5-0025,JOB-ENG-L5-01,Engineering L5 Role 01,ENG,L5,Y,1.0,39.0,2025-11-14,
ASN-001392-02,HRIS-WKR-001392,POS-SAL-L6-0176,JOB-SAL-L6-02,Sales L6 Role 02,SAL,L6,N,0.3,11.7,2022-04-28,
ASN-001393-01,HRIS-WKR-001393,POS-TEC-L5-0210,JOB-TEC-L5-06,Technology L5 Role 06,TEC,L5,Y,1.0,39.0,2019-11-28,
ASN-001393-02,HRIS-WKR-001393,POS-TEC-L3-0195,JOB-TEC-L3-03,Technology L3 Role 03,TEC,L3,N,0.2,7.8,2021-09-19,
ASN-001394-01,HRIS-WKR-001394,POS-HR-L5-0137,JOB-HR-L5-05,People L5 Role 05,HR,L5,Y,0.8,31.2,2020-05-23,
ASN-001395-01,HRIS-WKR-001395,POS-ENG-L3-0018,JOB-ENG-L3-06,Engineering L3 Role 06,ENG,L3,Y,1.0,39.0,2022-11-07,
ASN-001396-01,HRIS-WKR-001396,POS-OPS-L2-0048,JOB-OPS-L2-06,Operations L2 Role 06,OPS,L2,Y,1.0,39.0,2019-11-21,
ASN-001397-01,HRIS-WKR-001397,POS-OPS-L4-0059,JOB-OPS-L4-05,Operations L4 Role 05,OPS,L4,Y,1.0,39.0,2019-05-28,
ASN-001398-01,HRIS-WKR-001398,POS-TEC-L3-0193,JOB-TEC-L3-01,Technology L3 Role 01,TEC,L3,Y,1.0,39.0,2019-03-25,
ASN-001399-01,HRIS-WKR-001399,POS-TEC-L5-0205,JOB-TEC-L5-01,Technology L5 Role 01,TEC,L5,Y,0.6,23.4,2019-11-10,
ASN-001400-01,HRIS-WKR-001400,POS-ENG-L3-0018,JOB-ENG-L3-06,Engineering L3 Role 06,ENG,L3,Y,1.0,39.0,2021-09-13,
ASN-001401-01,HRIS-WKR-001401,POS-ENG-L4-0020,JOB-ENG-L4-02,Engineering L4 Role 02,ENG,L4,Y,1.0,39.0,2023-02-20,
ASN-001402-01,HRIS-WKR-001402,POS-OPS-L6-0069,JOB-OPS-L6-03,Operations L6 Role 03,OPS,L6,Y,,,2021-05-30,
ASN-001403-01,HRIS-WKR-001403,POS-SAL-L4-0167,JOB-SAL-L4-05,Sales L4 Role 05,SAL,L4,Y,1.0,39.0,2021-05-07,
ASN-001404-01,HRIS-WKR-001404,POS-HR-L6-0139,JOB-HR-L6-01,People L6 Role 01,HR,L6,Y,0.4,15.6,2020-05-20,
ASN-001405-01,HRIS-WKR-001405,POS-FIN-L4-0093,JOB-FIN-L4-03,Finance L4 Role 03,FIN,L4,Y,0.8,31.2,2019-11-24,
ASN-001406-01,HRIS-WKR-001406,POS-SAL-L3-0159,JOB-SAL-L3-03,Sales L3 Role 03,SAL,L3,Y,0.6,23.4,2018-03-02,
ASN-001407-01,HRIS-WKR-001407,POS-ENG-L2-0010,JOB-ENG-L2-04,Engineering L2 Role 04,ENG,L2,Y,0.8,31.2,2019-09-04,
ASN-001408-01,HRIS-WKR-001408,POS-ENG-L5-0029,JOB-ENG-L5-05,Engineering L5 Role 05,ENG,L5,Y,1.0,39.0,2019-09-02,
ASN-001409-01,HRIS-WKR-001409,POS-SAL-L6-0178,JOB-SAL-L6-04,Sales L6 Role 04,SAL,L6,Y,1.0,39.0,2025-10-04,
ASN-001410-01,HRIS-WKR-001410,POS-HR-L4-0132,JOB-HR-L4-06,People L4 Role 06,HR,L4,Y,0.8,31.2,2019-02-01,
ASN-001411-01,HRIS-WKR-001411,POS-FIN-L3-0085,JOB-FIN-L3-01,Finance L3 Role 01,FIN,L3,Y,0.6,23.4,2019-06-23,
ASN-001412-01,HRIS-WKR-001412,POS-FIN-L4-0096,JOB-FIN-L4-06,Finance L4 Role 06,FIN,L4,Y,1.0,39.0,2025-01-19,
ASN-001413-01,HRIS-WKR-001413,POS-OPS-L3-0053,JOB-OPS-L3-05,Operations L3 Role 05,OPS,L3,Y,1.0,39.0,2021-10-26,
ASN-001414-01,HRIS-WKR-001414,POS-HR-L3-0121,JOB-HR-L3-01,People L3 Role 01,HR,L3,Y,1.0,39.0,2022-11-18,
ASN-001415-01,HRIS-WKR-001415,POS-HR-L1-0110,JOB-HR-L1-02,People L1 Role 02,HR,L1,Y,0.6,23.4,2018-07-19,
ASN-001416-01,HRIS-WKR-001416,POS-FIN-L4-0095,JOB-FIN-L4-05,Finance L4 Role 05,FIN,L4,Y,0.4,15.6,2021-04-06,
ASN-001417-01,HRIS-WKR-001417,POS-SAL-L2-0154,JOB-SAL-L2-04,Sales L2 Role 04,SAL,L2,Y,1.0,39.0,2018-09-18,
ASN-001418-01,HRIS-WKR-001418,POS-FIN-L3-0087,JOB-FIN-L3-03,Finance L3 Role 03,FIN,L3,Y,,,2024-04-28,
ASN-001419-01,HRIS-WKR-001419,POS-ENG-L1-0004,JOB-ENG-L1-04,Engineering L1 Role 04,ENG,L1,Y,1.0,39.0,2021-08-06,
ASN-001420-01,HRIS-WKR-001420,POS-ENG-L3-0016,JOB-ENG-L3-04,Engineering L3 Role 04,ENG,L3,Y,1.0,39.0,2023-08-17,
ASN-001421-01,HRIS-WKR-001421,POS-OPS-L1-0040,JOB-OPS-L1-04,Operations L1 Role 04,OPS,L1,Y,1.0,39.0,2018-06-06,
ASN-001422-01,HRIS-WKR-001422,POS-FIN-L2-0084,JOB-FIN-L2-06,Finance L2 Role 06,FIN,L2,Y,1.0,39.0,2020-10-19,
ASN-001423-01,HRIS-WKR-001423,POS-TEC-L4-0202,JOB-TEC-L4-04,Technology L4 Role 04,TEC,L4,Y,0.6,23.4,2025-11-15,
ASN-001424-01,HRIS-WKR-001424,POS-FIN-L3-0088,JOB-FIN-L3-04,Finance L3 Role 04,FIN,L3,Y,1.0,39.0,2019-05-07,
ASN-001425-01,HRIS-WKR-001425,POS-ENG-L5-0026,JOB-ENG-L5-02,Engineering L5 Role 02,ENG,L5,Y,1.0,39.0,2023-10-23,
ASN-001426-01,HRIS-WKR-001426,POS-ENG-L6-0035,JOB-ENG-L6-05,Engineering L6 Role 05,ENG,L6,Y,1.0,39.0,2021-08-14,
ASN-001427-01,HRIS-WKR-001427,POS-OPS-L4-0059,JOB-OPS-L4-05,Operations L4 Role 05,OPS,L4,Y,1.0,39.0,2018-09-09,
ASN-001428-01,HRIS-WKR-001428,POS-TEC-L4-0204,JOB-TEC-L4-06,Technology L4 Role 06,TEC,L4,Y,1.0,39.0,2024-06-19,
ASN-001429-01,HRIS-WKR-001429,POS-HR-L4-0127,JOB-HR-L4-01,People L4 Role 01,HR,L4,Y,,,2024-08-10,
ASN-001430-01,HRIS-WKR-001430,POS-ENG-L1-0002,JOB-ENG-L1-02,Engineering L1 Role 02,ENG,L1,Y,1.0,39.0,2018-12-24,
ASN-001431-01,HRIS-WKR-001431,POS-TEC-L1-0183,JOB-TEC-L1-03,Technology L1 Role 03,TEC,L1,Y,1.0,39.0,2023-03-02,
ASN-001431-02,HRIS-WKR-001431,POS-SAL-L1-0145,JOB-SAL-L1-01,Sales L1 Role 01,SAL,L1,N,0.3,11.7,2025-05-28,
ASN-001432-01,HRIS-WKR-001432,POS-HR-L1-0112,JOB-HR-L1-04,People L1 Role 04,HR,L1,Y,1.0,39.0,2019-02-17,
ASN-001433-01,HRIS-WKR-001433,POS-ENG-L4-0023,JOB-ENG-L4-05,Engineering L4 Role 05,ENG,L4,Y,1.0,39.0,2019-12-15,
ASN-001434-01,HRIS-WKR-001434,POS-FIN-L6-0103,JOB-FIN-L6-01,Finance L6 Role 01,FIN,L6,Y,,,2023-05-26,
ASN-001435-01,HRIS-WKR-001435,POS-OPS-L3-0054,JOB-OPS-L3-06,Operations L3 Role 06,OPS,L3,Y,1.0,39.0,2025-01-26,
ASN-001436-01,HRIS-WKR-001436,POS-FIN-L4-0091,JOB-FIN-L4-01,Finance L4 Role 01,FIN,L4,Y,1.0,39.0,2021-12-17,
ASN-001437-01,HRIS-WKR-001437,POS-HR-L3-0124,JOB-HR-L3-04,People L3 Role 04,HR,L3,Y,1.0,39.0,2020-12-08,
ASN-001438-01,HRIS-WKR-001438,POS-ENG-L3-0018,JOB-ENG-L3-06,Engineering L3 Role 06,ENG,L3,Y,0.6,23.4,2021-05-11,
ASN-001439-01,HRIS-WKR-001439,POS-HR-L6-0143,JOB-HR-L6-05,People L6 Role 05,HR,L6,Y,1.0,39.0,2022-07-09,
ASN-001440-01,HRIS-WKR-001440,POS-OPS-L4-0056,JOB-OPS-L4-02,Operations L4 Role 02,OPS,L4,Y,0.8,31.2,2022-04-15,
ASN-001441-01,HRIS-WKR-001441,POS-FIN-L5-0101,JOB-FIN-L5-05,Finance L5 Role 05,FIN,L5,Y,1.0,39.0,2023-11-24,
ASN-001441-02,HRIS-WKR-001441,POS-FIN-L5-0102,JOB-FIN-L5-06,Finance L5 Role 06,FIN,L5,N,0.2,7.8,2021-07-10,
ASN-001442-01,HRIS-WKR-001442,POS-ENG-L5-0025,JOB-ENG-L5-01,Engineering L5 Role 01,ENG,L5,Y,0.4,15.6,2019-06-09,
ASN-001443-01,HRIS-WKR-001443,POS-ENG-L2-0009,JOB-ENG-L2-03,Engineering L2 Role 03,ENG,L2,Y,1.0,39.0,2021-05-15,
ASN-001444-01,HRIS-WKR-001444,POS-FIN-L4-0093,JOB-FIN-L4-03,Finance L4 Role 03,FIN,L4,Y,1.0,39.0,2022-10-29,
ASN-001445-01,HRIS-WKR-001445,POS-SAL-L2-0151,JOB-SAL-L2-01,Sales L2 Role 01,SAL,L2,Y,1.0,39.0,2020-07-07,
ASN-001446-01,HRIS-WKR-001446,POS-FIN-L2-0081,JOB-FIN-L2-03,Finance L2 Role 03,FIN,L2,Y,0.6,23.4,2018-01-18,
ASN-001447-01,HRIS-WKR-001447,POS-HR-L1-0111,JOB-HR-L1-03,People L1 Role 03,HR,L1,Y,1.0,39.0,2023-09-03,
ASN-001447-02,HRIS-WKR-001447,POS-HR-L5-0136,JOB-HR-L5-04,People L5 Role 04,HR,L5,N,0.2,7.8,2021-04-14,
ASN-001448-01,HRIS-WKR-001448,POS-FIN-L1-0075,JOB-FIN-L1-03,Finance L1 Role 03,FIN,L1,Y,0.8,31.2,2022-04-06,
ASN-001449-01,HRIS-WKR-001449,POS-ENG-L3-0015,JOB-ENG-L3-03,Engineering L3 Role 03,ENG,L3,Y,1.0,39.0,2019-03-29,
ASN-001450-01,HRIS-WKR-001450,POS-OPS-L3-0053,JOB-OPS-L3-05,Operations L3 Role 05,OPS,L3,Y,,,2019-01-11,
ASN-001451-01,HRIS-WKR-001451,POS-OPS-L3-0052,JOB-OPS-L3-04,Operations L3 Role 04,OPS,L3,Y,0.8,31.2,2023-04-03,
ASN-001452-01,HRIS-WKR-001452,POS-SAL-L5-0170,JOB-SAL-L5-02,Sales L5 Role 02,SAL,L5,Y,0.8,31.2,2024-06-02,
ASN-001453-01,HRIS-WKR-001453,POS-ENG-L4-0024,JOB-ENG-L4-06,Engineering L4 Role 06,ENG,L4,Y,1.0,39.0,2021-12-18,
ASN-001453-02,HRIS-WKR-001453,POS-ENG-L4-0019,JOB-ENG-L4-01,Engineering L4 Role 01,ENG,L4,N,0.3,11.7,2026-01-21,
ASN-001454-01,HRIS-WKR-001454,POS-FIN-L2-0082,JOB-FIN-L2-04,Finance L2 Role 04,FIN,L2,Y,0.8,31.2,2021-02-15,
ASN-001455-01,HRIS-WKR-001455,POS-ENG-L2-0008,JOB-ENG-L2-02,Engineering L2 Role 02,ENG,L1,Y,1.0,39.0,2019-07-19,
ASN-001456-01,HRIS-WKR-001456,POS-FIN-L5-0102,JOB-FIN-L5-06,Finance L5 Role 06,FIN,L5,Y,1.0,39.0,2018-06-24,
ASN-001456-02,HRIS-WKR-001456,POS-OPS-L4-0060,JOB-OPS-L4-06,Operations L4 Role 06,OPS,L4,N,0.4,15.6,2021-04-01,
ASN-001457-01,HRIS-WKR-001457,POS-TEC-L3-0194,JOB-TEC-L3-02,Technology L3 Role 02,TEC,L3,Y,1.0,39.0,2020-12-06,
ASN-001458-01,HRIS-WKR-001458,POS-SAL-L4-0164,JOB-SAL-L4-02,Sales L4 Role 02,SAL,L4,Y,0.8,31.2,2025-08-11,
ASN-001459-01,HRIS-WKR-001459,POS-ENG-L6-0036,JOB-ENG-L6-06,Engineering L6 Role 06,ENG,L6,Y,1.0,39.0,2021-02-20,
ASN-001460-01,HRIS-WKR-001460,POS-SAL-L3-0161,JOB-SAL-L3-05,Sales L3 Role 05,SAL,L3,Y,1.0,39.0,2018-03-06,
ASN-001461-01,HRIS-WKR-001461,POS-FIN-L2-0080,JOB-FIN-L2-02,Finance L2 Role 02,FIN,L2,Y,0.6,23.4,2019-07-02,
ASN-001462-01,HRIS-WKR-001462,POS-TEC-L5-0210,JOB-TEC-L5-06,Technology L5 Role 06,TEC,L5,Y,1.0,39.0,2021-07-16,
ASN-001463-01,HRIS-WKR-001463,POS-TEC-L3-0194,JOB-TEC-L3-02,Technology L3 Role 02,TEC,L3,Y,1.0,39.0,2024-08-30,
ASN-001463-02,HRIS-WKR-001463,POS-OPS-L5-0062,JOB-OPS-L5-02,Operations L5 Role 02,OPS,L5,N,0.2,7.8,2024-02-03,
ASN-001464-01,HRIS-WKR-001464,POS-HR-L1-0111,JOB-HR-L1-03,People L1 Role 03,HR,L1,Y,0.5,19.5,2024-10-15,
ASN-001464-02,HRIS-WKR-001464,POS-FIN-L3-0089,JOB-FIN-L3-05,Finance L3 Role 05,FIN,L3,N,0.2,7.8,2022-03-31,
ASN-001465-01,HRIS-WKR-001465,POS-HR-L5-0137,JOB-HR-L5-05,People L5 Role 05,HR,L5,Y,1.0,39.0,2025-04-28,
ASN-001466-01,HRIS-WKR-001466,POS-TEC-L2-0188,JOB-TEC-L2-02,Technology L2 Role 02,TEC,L2,Y,0.8,31.2,2020-06-13,
ASN-001467-01,HRIS-WKR-001467,POS-HR-L6-0141,JOB-HR-L6-03,People L6 Role 03,HR,L6,Y,1.0,39.0,2022-01-05,
ASN-001468-01,HRIS-WKR-001468,POS-ENG-L3-0016,JOB-ENG-L3-04,Engineering L3 Role 04,ENG,L3,Y,1.0,39.0,2020-02-20,
ASN-001469-01,HRIS-WKR-001469,POS-SAL-L5-0174,JOB-SAL-L5-06,Sales L5 Role 06,SAL,L5,Y,0.8,31.2,2018-01-04,
ASN-001470-01,HRIS-WKR-001470,POS-SAL-L3-0162,JOB-SAL-L3-06,Sales L3 Role 06,SAL,L3,Y,1.0,39.0,2021-05-14,
ASN-001471-01,HRIS-WKR-001471,POS-TEC-L6-0216,JOB-TEC-L6-06,Technology L6 Role 06,TEC,L6,Y,1.0,39.0,2020-06-13,
ASN-001472-01,HRIS-WKR-001472,POS-HR-L4-0128,JOB-HR-L4-02,People L4 Role 02,HR,L4,Y,1.0,39.0,2023-07-08,
ASN-001473-01,HRIS-WKR-001473,POS-ENG-L5-0025,JOB-ENG-L5-01,Engineering L5 Role 01,ENG,L5,Y,1.0,39.0,2025-11-28,
ASN-001474-01,HRIS-WKR-001474,POS-OPS-L2-0043,JOB-OPS-L2-01,Operations L2 Role 01,OPS,L2,Y,0.8,31.2,2023-05-04,
ASN-001475-01,HRIS-WKR-001475,POS-SAL-L2-0153,JOB-SAL-L2-03,Sales L2 Role 03,SAL,L2,Y,1.0,39.0,2023-10-05,
ASN-001476-01,HRIS-WKR-001476,POS-SAL-L3-0162,JOB-SAL-L3-06,Sales L3 Role 06,SAL,L3,Y,0.8,31.2,2024-01-24,
ASN-001477-01,HRIS-WKR-001477,POS-FIN-L4-0095,JOB-FIN-L4-05,Finance L4 Role 05,FIN,L4,Y,1.0,39.0,2024-08-28,
ASN-001477-02,HRIS-WKR-001477,POS-SAL-L2-0153,JOB-SAL-L2-03,Sales L2 Role 03,SAL,L2,N,0.2,7.8,2019-06-21,
ASN-001478-01,HRIS-WKR-001478,POS-FIN-L2-0079,JOB-FIN-L2-01,Finance L2 Role 01,FIN,L2,Y,,,2022-06-07,
ASN-001479-01,HRIS-WKR-001479,POS-HR-L2-0118,JOB-HR-L2-04,People L2 Role 04,HR,L2,Y,1.0,39.0,2021-07-11,
ASN-001480-01,HRIS-WKR-001480,POS-OPS-L4-0055,JOB-OPS-L4-01,Operations L4 Role 01,OPS,L4,Y,0.8,31.2,2022-08-07,
ASN-001481-01,HRIS-WKR-001481,POS-ENG-L6-0035,JOB-ENG-L6-05,Engineering L6 Role 05,ENG,L6,Y,1.0,39.0,2021-09-13,
ASN-001482-01,HRIS-WKR-001482,POS-OPS-L2-0047,JOB-OPS-L2-05,Operations L2 Role 05,OPS,L2,Y,0.8,31.2,2019-07-19,
ASN-001483-01,HRIS-WKR-001483,POS-OPS-L3-0053,JOB-OPS-L3-05,Operations L3 Role 05,OPS,L3,Y,1.0,39.0,2019-06-11,
ASN-001484-01,HRIS-WKR-001484,POS-ENG-L1-0002,JOB-ENG-L1-02,Engineering L1 Role 02,ENG,L1,Y,1.0,39.0,2025-02-09,
ASN-001484-02,HRIS-WKR-001484,POS-SAL-L2-0153,JOB-SAL-L2-03,Sales L2 Role 03,SAL,L2,N,0.2,7.8,2022-02-02,
ASN-001485-01,HRIS-WKR-001485,POS-SAL-L2-0152,JOB-SAL-L2-02,Sales L2 Role 02,SAL,L2,Y,1.0,39.0,2020-11-16,
ASN-001486-01,HRIS-WKR-001486,POS-ENG-L5-0030,JOB-ENG-L5-06,Engineering L5 Role 06,ENG,L5,Y,0.6,23.4,2025-03-09,
ASN-001487-01,HRIS-WKR-001487,POS-HR-L5-0137,JOB-HR-L5-05,People L5 Role 05,HR,L5,Y,1.0,39.0,2021-04-15,
ASN-001488-01,HRIS-WKR-001488,POS-TEC-L2-0190,JOB-TEC-L2-04,Technology L2 Role 04,TEC,L4,Y,1.0,39.0,2020-05-11,
ASN-001489-01,HRIS-WKR-001489,POS-OPS-L2-0048,JOB-OPS-L2-06,Operations L2 Role 06,OPS,L2,Y,1.0,39.0,2024-03-16,
ASN-001490-01,HRIS-WKR-001490,POS-FIN-L5-0100,JOB-FIN-L5-04,Finance L5 Role 04,FIN,L5,Y,1.0,39.0,2025-02-03,
ASN-001491-01,HRIS-WKR-001491,POS-ENG-L2-0009,JOB-ENG-L2-03,Engineering L2 Role 03,ENG,L2,Y,0.8,31.2,2022-04-04,
ASN-001492-01,HRIS-WKR-001492,POS-HR-L4-0127,JOB-HR-L4-01,People L4 Role 01,HR,L4,Y,1.0,39.0,2023-02-18,
ASN-001493-01,HRIS-WKR-001493,POS-TEC-L1-0183,JOB-TEC-L1-03,Technology L1 Role 03,TEC,L1,Y,0.6,23.4,2022-11-13,
ASN-001494-01,HRIS-WKR-001494,POS-FIN-L3-0089,JOB-FIN-L3-05,Finance L3 Role 05,FIN,L3,Y,1.0,39.0,2026-01-14,
ASN-001495-01,HRIS-WKR-001495,POS-OPS-L5-0066,JOB-OPS-L5-06,Operations L5 Role 06,OPS,L3,Y,1.0,39.0,2023-02-24,
ASN-001496-01,HRIS-WKR-001496,POS-FIN-L5-0101,JOB-FIN-L5-05,Finance L5 Role 05,FIN,L5,Y,1.0,39.0,2023-02-27,
ASN-001497-01,HRIS-WKR-001497,POS-OPS-L1-0041,JOB-OPS-L1-05,Operations L1 Role 05,OPS,L1,Y,0.8,31.2,2019-05-23,
ASN-001498-01,HRIS-WKR-001498,POS-OPS-L2-0044,JOB-OPS-L2-02,Operations L2 Role 02,OPS,L2,Y,1.0,39.0,2024-03-17,
ASN-001499-01,HRIS-WKR-001499,POS-OPS-L4-0059,JOB-OPS-L4-05,Operations L4 Role 05,OPS,L4,Y,1.0,39.0,2018-11-14,
ASN-001500-01,HRIS-WKR-001500,POS-TEC-L1-0183,JOB-TEC-L1-03,Technology L1 Role 03,TEC,L1,Y,1.0,39.0,2023-11-24,
ASN-001501-01,HRIS-WKR-001501,POS-HR-L6-0139,JOB-HR-L6-01,People L6 Role 01,HR,L6,Y,1.0,39.0,2024-11-24,
ASN-001502-01,HRIS-WKR-001502,POS-TEC-L3-0196,JOB-TEC-L3-04,Technology L3 Role 04,TEC,L3,Y,1.0,39.0,2024-01-11,
ASN-001503-01,HRIS-WKR-001503,POS-HR-L4-0131,JOB-HR-L4-05,People L4 Role 05,HR,L4,Y,1.0,39.0,2022-07-10,
ASN-001504-01,HRIS-WKR-001504,POS-SAL-L4-0163,JOB-SAL-L4-01,Sales L4 Role 01,SAL,L4,Y,1.0,39.0,2024-07-09,
ASN-001505-01,HRIS-WKR-001505,POS-ENG-L5-0025,JOB-ENG-L5-01,Engineering L5 Role 01,ENG,L5,Y,,,2021-05-18,
ASN-001506-01,HRIS-WKR-001506,POS-ENG-L6-0031,JOB-ENG-L6-01,Engineering L6 Role 01,ENG,L6,Y,1.0,39.0,2018-06-13,
ASN-001506-02,HRIS-WKR-001506,POS-SAL-L4-0168,JOB-SAL-L4-06,Sales L4 Role 06,SAL,L4,N,0.2,7.8,2019-08-31,
ASN-001507-01,HRIS-WKR-001507,POS-OPS-L5-0062,JOB-OPS-L5-02,Operations L5 Role 02,OPS,L5,Y,1.0,39.0,2024-03-06,
ASN-001507-02,HRIS-WKR-001507,POS-HR-L1-0112,JOB-HR-L1-04,People L1 Role 04,HR,L1,N,0.2,7.8,2025-04-19,
ASN-001508-01,HRIS-WKR-001508,POS-FIN-L4-0095,JOB-FIN-L4-05,Finance L4 Role 05,FIN,L4,Y,1.0,39.0,2025-10-01,
ASN-001509-01,HRIS-WKR-001509,POS-SAL-L1-0148,JOB-SAL-L1-04,Sales L1 Role 04,SAL,L1,Y,1.0,39.0,2021-08-02,
ASN-001510-01,HRIS-WKR-001510,POS-FIN-L6-0108,JOB-FIN-L6-06,Finance L6 Role 06,FIN,L6,Y,1.0,39.0,2019-06-23,
ASN-001511-01,HRIS-WKR-001511,POS-TEC-L4-0202,JOB-TEC-L4-04,Technology L4 Role 04,TEC,L4,Y,0.6,23.4,2020-10-15,
ASN-001512-01,HRIS-WKR-001512,POS-SAL-L3-0161,JOB-SAL-L3-05,Sales L3 Role 05,SAL,L3,Y,1.0,39.0,2024-09-30,
