hris_worker_id,worker_public_id,country_code,legal_entity_id,employment_status,employment_type,contract_type,hire_date,termination_date,gender,department,location,cost_center
HRIS-WKR-001504,WKR-PUB-001504,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-04-03,,M,Operations,Dublin,CC-IE-022
HRIS-WKR-001505,WKR-PUB-001505,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-11-17,,M,People,Dublin,CC-IE-008
HRIS-WKR-001506,WKR-PUB-001506,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2014-12-20,,M,Operations,Dublin,CC-IE-004
HRIS-WKR-001507,WKR-PUB-001507,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-06-03,,F,Operations,Dublin,CC-IE-024
HRIS-WKR-001508,WKR-PUB-001508,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2025-12-08,,F,Engineering,Remote-IE,CC-IE-004
HRIS-WKR-001509,WKR-PUB-001509,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2017-01-06,,F,Operations,Remote-IE,CC-IE-014
HRIS-WKR-001510,WKR-PUB-001510,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2025-12-21,,F,Engineering,Dublin,CC-IE-013
HRIS-WKR-001511,WKR-PUB-001511,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2021-09-06,,M,Technology,Remote-IE,CC-IE-005
HRIS-WKR-001512,WKR-PUB-001512,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2024-06-07,,F,Operations,Galway,CC-IE-029
HRIS-WKR-001513,WKR-PUB-001513,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-03-26,,UNDISCLOSED,Sales,Remote-IE,CC-IE-020
HRIS-WKR-001514,WKR-PUB-001514,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-08-29,,F,Finance,Limerick,CC-IE-006
HRIS-WKR-001515,WKR-PUB-001515,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,APPRENTICE,2022-05-10,,F,Engineering,Remote-IE,CC-IE-038
HRIS-WKR-001516,WKR-PUB-001516,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2022-06-26,,F,Engineering,Dublin,CC-IE-035
HRIS-WKR-001517,WKR-PUB-001517,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2019-08-31,,,Engineering,Dublin,CC-IE-008
HRIS-WKR-001518,WKR-PUB-001518,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2019-11-12,,M,Finance,Galway,CC-IE-022
HRIS-WKR-001519,WKR-PUB-001519,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-03-01,,NB,Engineering,Galway,CC-IE-010
HRIS-WKR-001520,WKR-PUB-001520,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2024-11-30,,M,Engineering,Dublin,CC-IE-010
HRIS-WKR-001521,WKR-PUB-001521,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,APPRENTICE,2016-09-01,,M,Technology,Remote-IE,CC-IE-013
HRIS-WKR-001522,WKR-PUB-001522,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-06-14,,M,Sales,Remote-IE,CC-IE-008
HRIS-WKR-001523,WKR-PUB-001523,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-08-30,,M,People,Dublin,CC-IE-038
HRIS-WKR-001524,WKR-PUB-001524,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-05-14,,F,Operations,Dublin,CC-IE-023
HRIS-WKR-001525,WKR-PUB-001525,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2017-06-04,,M,Sales,Cork,CC-IE-006
HRIS-WKR-001526,WKR-PUB-001526,IE,LE-IE-SYNTH-001,TERMINATED,EMPLOYEE,PERMANENT,2024-11-05,2026-09-26,M,Operations,Dublin,CC-IE-007
HRIS-WKR-001527,WKR-PUB-001527,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2021-10-05,,M,Technology,Cork,CC-IE-020
HRIS-WKR-001528,WKR-PUB-001528,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-03-16,,F,Sales,Dublin,CC-IE-018
HRIS-WKR-001529,WKR-PUB-001529,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-09-21,,M,Sales,Cork,CC-IE-015
HRIS-WKR-001530,WKR-PUB-001530,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2024-04-25,,M,Sales,Dublin,CC-IE-012
HRIS-WKR-001531,WKR-PUB-001531,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-05-13,,M,Engineering,Dublin,CC-IE-014
HRIS-WKR-001532,WKR-PUB-001532,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2024-04-29,,M,Finance,Dublin,CC-IE-034
HRIS-WKR-001533,WKR-PUB-001533,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-12-19,,M,Operations,Cork,CC-IE-009
HRIS-WKR-001534,WKR-PUB-001534,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-12-30,,F,People,Dublin,CC-IE-024
HRIS-WKR-001535,WKR-PUB-001535,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2018-01-09,,F,Engineering,Dublin,CC-IE-011
HRIS-WKR-001536,WKR-PUB-001536,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-07-06,,M,Engineering,Limerick,CC-IE-018
HRIS-WKR-001537,WKR-PUB-001537,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2014-05-16,,M,Operations,Dublin,CC-IE-025
HRIS-WKR-001538,WKR-PUB-001538,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2024-12-21,,,Technology,Cork,CC-IE-022
HRIS-WKR-001539,WKR-PUB-001539,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2025-08-09,,F,Engineering,Remote-IE,CC-IE-024
HRIS-WKR-001540,WKR-PUB-001540,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2024-10-13,,,Engineering,Dublin,CC-IE-017
HRIS-WKR-001541,WKR-PUB-001541,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2017-09-26,,M,Sales,Limerick,CC-IE-020
HRIS-WKR-001542,WKR-PUB-001542,IE,LE-IE-SYNTH-001,TERMINATED,EMPLOYEE,PERMANENT,2023-02-06,2026-05-26,F,Sales,Dublin,CC-IE-035
HRIS-WKR-001543,WKR-PUB-001543,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-01-30,,M,Operations,Dublin,CC-IE-022
HRIS-WKR-001544,WKR-PUB-001544,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-08-26,,M,Engineering,Limerick,CC-IE-006
HRIS-WKR-001545,WKR-PUB-001545,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-12-07,,M,Operations,Dublin,CC-IE-020
HRIS-WKR-001546,WKR-PUB-001546,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-06-05,,,People,Limerick,CC-IE-024
HRIS-WKR-001547,WKR-PUB-001547,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-01-06,,M,Finance,Cork,CC-IE-022
HRIS-WKR-001548,WKR-PUB-001548,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-11-26,,F,Sales,Dublin,CC-IE-007
HRIS-WKR-001549,WKR-PUB-001549,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2025-05-30,,M,Engineering,Dublin,CC-IE-023
HRIS-WKR-001550,WKR-PUB-001550,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2016-09-04,,M,Engineering,Dublin,CC-IE-034
HRIS-WKR-001551,WKR-PUB-001551,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-03-12,,M,Operations,Dublin,CC-IE-009
HRIS-WKR-001552,WKR-PUB-001552,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2019-04-21,,F,Engineering,Cork,CC-IE-007
HRIS-WKR-001553,WKR-PUB-001553,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-04-17,,M,Sales,Cork,CC-IE-039
HRIS-WKR-001554,WKR-PUB-001554,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-08-04,,M,Engineering,Galway,CC-IE-024
HRIS-WKR-001555,WKR-PUB-001555,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2019-05-25,,F,Finance,Limerick,CC-IE-007
HRIS-WKR-001556,WKR-PUB-001556,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-07-01,,,Operations,Cork,CC-IE-025
HRIS-WKR-001557,WKR-PUB-001557,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2024-11-18,,M,Engineering,Dublin,CC-IE-037
HRIS-WKR-001558,WKR-PUB-001558,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2020-07-09,,F,Engineering,Cork,CC-IE-031
HRIS-WKR-001559,WKR-PUB-001559,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-04-28,,M,Finance,Dublin,CC-IE-018
HRIS-WKR-001560,WKR-PUB-001560,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2014-08-24,,F,Technology,Dublin,CC-IE-024
HRIS-WKR-001561,WKR-PUB-001561,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2024-10-17,,M,Engineering,Dublin,CC-IE-012
HRIS-WKR-001562,WKR-PUB-001562,IE,LE-IE-SYNTH-001,TERMINATED,EMPLOYEE,PERMANENT,2021-11-16,2026-12-24,,Operations,Dublin,CC-IE-008
HRIS-WKR-001563,WKR-PUB-001563,IE,LE-IE-SYNTH-001,TERMINATED,EMPLOYEE,PERMANENT,2020-02-29,2026-08-14,F,Engineering,Galway,CC-IE-031
HRIS-WKR-001564,WKR-PUB-001564,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2019-03-26,,F,Sales,Limerick,CC-IE-005
HRIS-WKR-001565,WKR-PUB-001565,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-05-19,,F,Sales,Remote-IE,CC-IE-002
HRIS-WKR-001566,WKR-PUB-001566,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2024-12-02,,F,Engineering,Remote-IE,CC-IE-024
HRIS-WKR-001567,WKR-PUB-001567,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2021-01-12,,M,Finance,Dublin,CC-IE-023
HRIS-WKR-001568,WKR-PUB-001568,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-11-16,,NB,Operations,Dublin,CC-IE-024
HRIS-WKR-001569,WKR-PUB-001569,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-06-14,,F,People,Dublin,CC-IE-026
HRIS-WKR-001570,WKR-PUB-001570,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2025-08-13,,F,Technology,Remote-IE,CC-IE-005
HRIS-WKR-001571,WKR-PUB-001571,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-08-13,,M,Finance,Dublin,CC-IE-024
HRIS-WKR-001572,WKR-PUB-001572,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2017-08-31,,M,Sales,Cork,CC-IE-015
HRIS-WKR-001573,WKR-PUB-001573,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2024-11-28,,M,Technology,Galway,CC-IE-025
HRIS-WKR-001574,WKR-PUB-001574,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-11-07,,M,Finance,Dublin,CC-IE-020
HRIS-WKR-001575,WKR-PUB-001575,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-10-13,,M,Technology,Cork,CC-IE-009
HRIS-WKR-001576,WKR-PUB-001576,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-11-25,,M,Operations,Cork,CC-IE-037
HRIS-WKR-001577,WKR-PUB-001577,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-01-08,,F,Finance,Dublin,CC-IE-013
HRIS-WKR-001578,WKR-PUB-001578,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-04-23,,F,People,Dublin,CC-IE-009
HRIS-WKR-001579,WKR-PUB-001579,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2023-06-07,,F,Technology,Limerick,CC-IE-034
HRIS-WKR-001580,WKR-PUB-001580,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-09-10,,F,Operations,Dublin,CC-IE-029
HRIS-WKR-001581,WKR-PUB-001581,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2025-04-12,,M,Operations,Limerick,CC-IE-002
HRIS-WKR-001582,WKR-PUB-001582,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-02-23,,F,Operations,Dublin,CC-IE-023
HRIS-WKR-001583,WKR-PUB-001583,IE,LE-IE-SYNTH-001,TERMINATED,EMPLOYEE,PERMANENT,2025-04-25,2026-05-03,M,Sales,Remote-IE,CC-IE-037
HRIS-WKR-001584,WKR-PUB-001584,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2019-11-21,,F,Engineering,Dublin,CC-IE-029
HRIS-WKR-001585,WKR-PUB-001585,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2025-03-29,,F,Sales,Cork,CC-IE-010
HRIS-WKR-001586,WKR-PUB-001586,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-03-15,,M,Engineering,Dublin,CC-IE-032
HRIS-WKR-001587,WKR-PUB-001587,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-02-19,,M,Engineering,Dublin,CC-IE-012
HRIS-WKR-001588,WKR-PUB-001588,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2017-01-09,,NB,Engineering,Remote-IE,CC-IE-013
HRIS-WKR-001589,WKR-PUB-001589,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-11-07,,M,Technology,Dublin,CC-IE-030
HRIS-WKR-001590,WKR-PUB-001590,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-11-15,,M,Operations,Dublin,CC-IE-004
HRIS-WKR-001591,WKR-PUB-001591,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-08-22,,M,Engineering,Remote-IE,CC-IE-040
HRIS-WKR-001592,WKR-PUB-001592,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-01-21,,M,Operations,Cork,CC-IE-040
HRIS-WKR-001593,WKR-PUB-001593,IE,LE-IE-SYNTH-001,TERMINATED,CONTRACTOR,PERMANENT,2017-11-07,2026-04-12,F,Technology,Dublin,CC-IE-020
HRIS-WKR-001594,WKR-PUB-001594,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2015-07-08,,M,Engineering,Cork,CC-IE-029
HRIS-WKR-001595,WKR-PUB-001595,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-03-07,,F,Sales,Dublin,CC-IE-023
HRIS-WKR-001596,WKR-PUB-001596,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-05-16,,M,Sales,Dublin,CC-IE-035
HRIS-WKR-001597,WKR-PUB-001597,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-07-31,,M,Engineering,Dublin,CC-IE-032
HRIS-WKR-001598,WKR-PUB-001598,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2023-08-05,,M,Operations,Remote-IE,CC-IE-026
HRIS-WKR-001599,WKR-PUB-001599,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2020-09-20,,M,Finance,Dublin,CC-IE-012
HRIS-WKR-001600,WKR-PUB-001600,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2015-11-09,,F,People,Remote-IE,CC-IE-002
HRIS-WKR-001601,WKR-PUB-001601,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2025-05-25,,UNDISCLOSED,Engineering,Galway,CC-IE-023
HRIS-WKR-001602,WKR-PUB-001602,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2024-07-07,,M,Sales,Limerick,CC-IE-004
HRIS-WKR-001603,WKR-PUB-001603,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,APPRENTICE,2023-02-20,,M,Sales,Galway,CC-IE-013
HRIS-WKR-001604,WKR-PUB-001604,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2014-04-01,,M,Sales,Cork,CC-IE-009
HRIS-WKR-001605,WKR-PUB-001605,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-12-27,,M,Technology,Dublin,CC-IE-019
HRIS-WKR-001606,WKR-PUB-001606,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-12-04,,F,Technology,Galway,CC-IE-012
HRIS-WKR-001607,WKR-PUB-001607,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-09-24,,NB,Operations,Dublin,CC-IE-004
HRIS-WKR-001608,WKR-PUB-001608,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2023-01-15,,M,Operations,Dublin,CC-IE-032
HRIS-WKR-001609,WKR-PUB-001609,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-03-30,,F,People,Dublin,CC-IE-038
HRIS-WKR-001610,WKR-PUB-001610,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-05-16,,,Engineering,Dublin,CC-IE-023
HRIS-WKR-001611,WKR-PUB-001611,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-06-11,,F,Engineering,Limerick,CC-IE-016
HRIS-WKR-001612,WKR-PUB-001612,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2021-06-11,,M,Technology,Cork,CC-IE-026
HRIS-WKR-001613,WKR-PUB-001613,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2014-12-26,,M,Engineering,Dublin,CC-IE-040
HRIS-WKR-001614,WKR-PUB-001614,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-11-04,,F,Finance,Limerick,CC-IE-026
HRIS-WKR-001615,WKR-PUB-001615,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-01-18,,M,Engineering,Dublin,CC-IE-040
HRIS-WKR-001616,WKR-PUB-001616,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2021-12-21,,F,Finance,Dublin,CC-IE-030
HRIS-WKR-001617,WKR-PUB-001617,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-04-30,,M,Engineering,Dublin,CC-IE-025
HRIS-WKR-001618,WKR-PUB-001618,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-11-06,,M,Sales,Dublin,CC-IE-010
HRIS-WKR-001619,WKR-PUB-001619,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2020-10-14,,M,Engineering,Dublin,CC-IE-027
HRIS-WKR-001620,WKR-PUB-001620,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-10-30,,F,Engineering,Dublin,CC-IE-013
HRIS-WKR-001621,WKR-PUB-001621,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-10-01,,F,Engineering,Dublin,CC-IE-009
HRIS-WKR-001622,WKR-PUB-001622,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,APPRENTICE,2018-06-25,,F,Engineering,Dublin,CC-IE-027
HRIS-WKR-001623,WKR-PUB-001623,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-02-01,,M,People,Dublin,CC-IE-014
HRIS-WKR-001624,WKR-PUB-001624,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2024-12-05,,F,Technology,Dublin,CC-IE-029
HRIS-WKR-001625,WKR-PUB-001625,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-06-23,,F,Sales,Dublin,CC-IE-025
HRIS-WKR-001626,WKR-PUB-001626,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2016-09-05,,M,Engineering,Dublin,CC-IE-037
HRIS-WKR-001627,WKR-PUB-001627,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-11-03,,M,Technology,Cork,CC-IE-039
HRIS-WKR-001628,WKR-PUB-001628,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-01-04,,M,Engineering,Remote-IE,CC-IE-034
HRIS-WKR-001629,WKR-PUB-001629,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2014-02-18,,F,Engineering,Cork,CC-IE-006
HRIS-WKR-001630,WKR-PUB-001630,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2020-07-14,,F,Sales,Remote-IE,CC-IE-036
HRIS-WKR-001631,WKR-PUB-001631,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2018-08-17,,M,Engineering,Dublin,CC-IE-002
HRIS-WKR-001632,WKR-PUB-001632,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2016-03-11,,M,Finance,Cork,CC-IE-019
HRIS-WKR-001633,WKR-PUB-001633,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2021-09-21,,M,Operations,Limerick,CC-IE-013
HRIS-WKR-001634,WKR-PUB-001634,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2016-03-04,,M,Operations,Dublin,CC-IE-024
HRIS-WKR-001635,WKR-PUB-001635,IE,LE-IE-SYNTH-001,TERMINATED,EMPLOYEE,PERMANENT,2023-12-14,2026-08-18,F,Sales,Dublin,CC-IE-028
HRIS-WKR-001636,WKR-PUB-001636,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-01-08,,M,Engineering,Cork,CC-IE-033
HRIS-WKR-001637,WKR-PUB-001637,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2017-11-18,,UNDISCLOSED,Sales,Galway,CC-IE-018
HRIS-WKR-001638,WKR-PUB-001638,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-07-19,,F,Operations,Dublin,CC-IE-001
HRIS-WKR-001639,WKR-PUB-001639,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2018-06-16,,F,Engineering,Remote-IE,CC-IE-019
HRIS-WKR-001640,WKR-PUB-001640,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-01-15,,M,People,Remote-IE,CC-IE-023
HRIS-WKR-001641,WKR-PUB-001641,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2026-01-26,,F,Finance,Remote-IE,CC-IE-023
HRIS-WKR-001642,WKR-PUB-001642,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2021-08-24,,F,Engineering,Dublin,CC-IE-009
HRIS-WKR-001643,WKR-PUB-001643,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2023-08-11,,M,Operations,Cork,CC-IE-026
HRIS-WKR-001644,WKR-PUB-001644,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,PERMANENT,2023-11-20,,M,Finance,Dublin,CC-IE-027
HRIS-WKR-001645,WKR-PUB-001645,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2021-09-22,,M,Finance,Cork,CC-IE-011
HRIS-WKR-001646,WKR-PUB-001646,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2015-07-01,,F,Operations,Galway,CC-IE-037
HRIS-WKR-001647,WKR-PUB-001647,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2014-11-25,,F,Operations,Remote-IE,CC-IE-017
HRIS-WKR-001648,WKR-PUB-001648,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2024-04-04,,M,Sales,Dublin,CC-IE-011
HRIS-WKR-001649,WKR-PUB-001649,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2022-07-11,,M,Engineering,Dublin,CC-IE-019
HRIS-WKR-001650,WKR-PUB-001650,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-04-12,,F,Technology,Cork,CC-IE-034
HRIS-WKR-001651,WKR-PUB-001651,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-08-05,,F,Operations,Remote-IE,CC-IE-004
HRIS-WKR-001652,WKR-PUB-001652,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2019-01-13,,NB,Finance,Dublin,CC-IE-030
HRIS-WKR-001653,WKR-PUB-001653,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2018-03-29,,F,Sales,Cork,CC-IE-027
HRIS-WKR-001654,WKR-PUB-001654,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,PERMANENT,2020-04-11,,M,Engineering,Dublin,CC-IE-030
HRIS-WKR-001655,WKR-PUB-001655,IE,LE-IE-SYNTH-001,ACTIVE,CONTRACTOR,FIXED_TERM,2015-06-22,,F,Sales,Dublin,CC-IE-030
HRIS-WKR-001656,WKR-PUB-001656,IE,LE-IE-SYNTH-001,ACTIVE,EMPLOYEE,FIXED_TERM,2021-12-10,,M,Engineering,Remote-IE,CC-IE-039
