hris_worker_id,payroll_worker_id,legal_entity_id,crosswalk_status,crosswalk_version
HRIS-WKR-001306,PAY-WKR-001269,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001307,PAY-WKR-001270,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001308,PAY-WKR-001271,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001309,PAY-WKR-001272,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001310,PAY-WKR-001273,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001311,PAY-WKR-001274,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001312,PAY-WKR-001275,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001313,PAY-WKR-001276,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001314,PAY-WKR-001277,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001315,PAY-WKR-001278,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001316,PAY-WKR-001279,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001317,PAY-WKR-001280,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001318,PAY-WKR-001281,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001319,PAY-WKR-001282,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001320,PAY-WKR-001283,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001321,PAY-WKR-001284,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001322,PAY-WKR-001285,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001323,PAY-WKR-001286,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001324,PAY-WKR-001287,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001325,PAY-WKR-001288,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001326,PAY-WKR-001289,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001327,PAY-WKR-001290,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001328,PAY-WKR-001291,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001329,PAY-WKR-001292,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001330,PAY-WKR-001293,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001331,PAY-WKR-001294,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001332,PAY-WKR-001295,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001333,PAY-WKR-001296,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001334,PAY-WKR-001297,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001335,PAY-WKR-001298,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001336,PAY-WKR-001299,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001337,PAY-WKR-001300,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001338,PAY-WKR-001301,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001339,PAY-WKR-001302,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001340,PAY-WKR-001303,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001341,PAY-WKR-001304,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001342,PAY-WKR-001305,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001343,PAY-WKR-001306,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001344,PAY-WKR-001307,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001345,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-001346,PAY-WKR-001308,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001347,PAY-WKR-001309,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001348,PAY-WKR-001310,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001349,PAY-WKR-001311,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001350,PAY-WKR-001312,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001351,PAY-WKR-001313,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001352,PAY-WKR-001314,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001353,PAY-WKR-001315,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001354,PAY-WKR-001316,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001355,PAY-WKR-001317,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001356,PAY-WKR-001318,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001357,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-001358,PAY-WKR-001319,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001359,PAY-WKR-001320,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001360,PAY-WKR-001321,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001361,PAY-WKR-001322,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001362,PAY-WKR-001323,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001363,PAY-WKR-001324,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001364,PAY-WKR-001325,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001365,PAY-WKR-001326,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001366,PAY-WKR-001327,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001367,PAY-WKR-001328,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001368,PAY-WKR-001329,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001369,PAY-WKR-001330,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001370,PAY-WKR-001331,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001371,PAY-WKR-001332,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001372,PAY-WKR-001333,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001373,PAY-WKR-001334,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001374,PAY-WKR-001335,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001375,PAY-WKR-001336,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001376,PAY-WKR-001337,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001377,PAY-WKR-001338,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001378,PAY-WKR-001339,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001379,PAY-WKR-001340,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001380,PAY-WKR-001341,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001381,PAY-WKR-001342,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001382,PAY-WKR-001343,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001383,PAY-WKR-001344,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001384,PAY-WKR-001345,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001385,PAY-WKR-001346,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001386,PAY-WKR-001347,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001387,PAY-WKR-001348,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001388,PAY-WKR-001349,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001389,PAY-WKR-001350,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001390,PAY-WKR-001351,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001391,PAY-WKR-001352,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001392,PAY-WKR-001353,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001393,PAY-WKR-001354,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001394,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-001395,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-001396,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-001397,PAY-WKR-001355,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001398,PAY-WKR-001356,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001399,PAY-WKR-001357,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001400,PAY-WKR-001358,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001401,PAY-WKR-001359,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001402,PAY-WKR-001360,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001403,PAY-WKR-001361,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001404,PAY-WKR-001362,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001405,PAY-WKR-001363,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001406,PAY-WKR-001364,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001407,PAY-WKR-001365,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001408,PAY-WKR-001366,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001409,PAY-WKR-001367,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001410,PAY-WKR-001368,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001411,PAY-WKR-001369,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001412,PAY-WKR-001370,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001413,PAY-WKR-001371,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001414,PAY-WKR-001372,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001415,PAY-WKR-001373,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001416,PAY-WKR-001374,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001417,PAY-WKR-001375,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001418,PAY-WKR-001376,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001419,PAY-WKR-001377,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001420,PAY-WKR-001378,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001421,PAY-WKR-001379,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001422,PAY-WKR-001380,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001423,PAY-WKR-001381,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001424,PAY-WKR-001382,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001425,PAY-WKR-001383,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001426,PAY-WKR-001384,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001427,PAY-WKR-001385,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001428,PAY-WKR-001386,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001429,PAY-WKR-001387,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001430,PAY-WKR-001388,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001431,PAY-WKR-001389,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001432,PAY-WKR-001390,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001433,PAY-WKR-001391,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001434,PAY-WKR-001392,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001435,PAY-WKR-001393,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001436,PAY-WKR-001394,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001437,PAY-WKR-001395,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001438,PAY-WKR-001396,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001439,PAY-WKR-001397,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001440,PAY-WKR-001398,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001441,PAY-WKR-001399,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001442,PAY-WKR-001400,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001443,PAY-WKR-001401,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001444,PAY-WKR-001402,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001445,PAY-WKR-001403,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001446,PAY-WKR-001404,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001447,PAY-WKR-001405,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001448,PAY-WKR-001406,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001449,PAY-WKR-001407,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001450,PAY-WKR-001408,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001451,PAY-WKR-001409,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001452,PAY-WKR-001410,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001453,PAY-WKR-001411,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001454,PAY-WKR-001412,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001455,PAY-WKR-001413,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001456,PAY-WKR-001414,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001457,PAY-WKR-001415,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001458,PAY-WKR-001416,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001459,PAY-WKR-001417,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001460,PAY-WKR-001418,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001461,PAY-WKR-001419,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001462,PAY-WKR-001420,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001463,PAY-WKR-001421,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001464,PAY-WKR-001422,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001465,PAY-WKR-001423,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001466,PAY-WKR-001424,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001467,PAY-WKR-001425,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001468,PAY-WKR-001426,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001469,PAY-WKR-001427,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001470,PAY-WKR-001428,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001471,PAY-WKR-001429,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001472,PAY-WKR-001430,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001473,PAY-WKR-001431,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001474,PAY-WKR-001432,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001475,PAY-WKR-001433,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001476,PAY-WKR-001434,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001477,PAY-WKR-001435,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001478,PAY-WKR-001436,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001479,PAY-WKR-001437,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001480,PAY-WKR-001438,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001481,PAY-WKR-001439,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001482,PAY-WKR-001440,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001483,PAY-WKR-001441,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001484,PAY-WKR-001442,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001485,PAY-WKR-001443,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001486,PAY-WKR-001444,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001487,PAY-WKR-001445,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001488,PAY-WKR-001446,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001489,PAY-WKR-001447,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001490,PAY-WKR-001448,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001491,PAY-WKR-001449,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001492,PAY-WKR-001450,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001493,PAY-WKR-001451,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001494,PAY-WKR-001452,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001495,PAY-WKR-001453,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001496,PAY-WKR-001454,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001497,PAY-WKR-001455,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001498,PAY-WKR-001456,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001499,PAY-WKR-001457,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001500,PAY-WKR-001458,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001501,PAY-WKR-001459,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001502,PAY-WKR-001460,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001503,PAY-WKR-001461,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001504,PAY-WKR-001462,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001505,PAY-WKR-001463,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001506,PAY-WKR-001464,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001507,PAY-WKR-001465,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001508,PAY-WKR-001466,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001509,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-001510,PAY-WKR-001467,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001511,PAY-WKR-001468,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001512,PAY-WKR-001469,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001513,PAY-WKR-001470,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001514,PAY-WKR-001471,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001515,PAY-WKR-001472,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001516,PAY-WKR-001473,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001517,PAY-WKR-001474,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001518,PAY-WKR-001475,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001519,PAY-WKR-001476,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001520,PAY-WKR-001477,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001521,PAY-WKR-001478,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001522,PAY-WKR-001479,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001523,PAY-WKR-001480,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001524,PAY-WKR-001481,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001525,PAY-WKR-001482,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001526,PAY-WKR-001483,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001527,PAY-WKR-001484,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001528,PAY-WKR-001485,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001529,PAY-WKR-001486,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001530,PAY-WKR-001487,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001531,PAY-WKR-001488,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001532,PAY-WKR-001489,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001533,PAY-WKR-001490,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001534,PAY-WKR-001491,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001535,PAY-WKR-001492,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001536,PAY-WKR-001493,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001537,PAY-WKR-001494,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001538,PAY-WKR-001495,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001539,PAY-WKR-001496,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001540,PAY-WKR-001497,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001541,PAY-WKR-001498,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001542,PAY-WKR-001499,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001543,PAY-WKR-001500,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001544,PAY-WKR-001501,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001545,PAY-WKR-001502,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001546,PAY-WKR-001503,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001547,PAY-WKR-001504,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001548,,LE-IE-SYNTH-001,MISSING,xwalk_v1.0.0
HRIS-WKR-001549,PAY-WKR-001505,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001550,PAY-WKR-001506,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001551,PAY-WKR-001507,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001552,PAY-WKR-001508,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001553,PAY-WKR-001509,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001554,PAY-WKR-001510,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
HRIS-WKR-001555,PAY-WKR-001511,LE-IE-SYNTH-001,ACTIVE,xwalk_v1.0.0
