payroll_line_id,payroll_run_id,payroll_worker_id,earning_code,earning_description,amount,currency_code,component_family_candidate,off_cycle_flag,retro_flag
LINE-000003510,RUN-IE-2026-02-REG-001,PAY-WKR-002388,BONUS,Bonus payment,3494.26,EUR,VARIABLE,N,N
LINE-000003511,RUN-IE-2026-02-REG-001,PAY-WKR-002389,BASE,Base salary,14900.69,EUR,BASE,N,N
LINE-000003512,RUN-IE-2026-02-REG-001,PAY-WKR-002390,SUSPECT_BASE,Suspected misclassified base-like code,771.64,EUR,BASE,N,N
LINE-000003513,RUN-IE-2026-02-REG-001,PAY-WKR-002390,BASE,Base salary,9218.59,EUR,BASE,N,N
LINE-000003514,RUN-IE-2026-02-REG-001,PAY-WKR-002391,UNMAPPED_X,Intentionally unmapped code (blocker),135.94,EUR,UNKNOWN,N,N
LINE-000003515,RUN-IE-2026-02-REG-001,PAY-WKR-002391,BASE,Base salary,3297.1,EUR,BASE,N,N
LINE-000003516,RUN-IE-2026-02-REG-001,PAY-WKR-002392,BASE,Base salary,6104.73,EUR,BASE,N,N
LINE-000003517,RUN-IE-2026-02-REG-001,PAY-WKR-002393,BASE,Base salary,3603.77,EUR,BASE,N,N
LINE-000003518,RUN-IE-2026-02-REG-001,PAY-WKR-002393,ALLOW_TRAVEL,Travel allowance (excluded),139.81,EUR,ALLOWANCE,N,N
LINE-000003519,RUN-IE-2026-02-REG-001,PAY-WKR-002394,BASE,Base salary,7490.3,EUR,BASE,N,N
LINE-000003520,RUN-IE-2026-02-REG-001,PAY-WKR-002395,UNMAPPED_X,Intentionally unmapped code (blocker),180.23,EUR,UNKNOWN,N,N
LINE-000003521,RUN-IE-2026-02-REG-001,PAY-WKR-002395,BASE,Base salary,3249.71,EUR,BASE,N,N
LINE-000003522,RUN-IE-2026-02-REG-001,PAY-WKR-002396,BASE,Base salary,5326.36,EUR,BASE,N,N
LINE-000003523,RUN-IE-2026-02-REG-001,PAY-WKR-002396,BONUS,Bonus payment,1807.21,EUR,VARIABLE,N,N
LINE-000003524,RUN-IE-2026-02-REG-001,PAY-WKR-002397,BASE,Base salary,9891.34,EUR,BASE,N,N
LINE-000003525,RUN-IE-2026-02-REG-001,PAY-WKR-002397,ALLOW_TRAVEL,Travel allowance (excluded),141.35,EUR,ALLOWANCE,N,N
LINE-000003526,RUN-IE-2026-02-REG-001,PAY-WKR-002398,BASE,Base salary,10548.09,EUR,BASE,N,N
LINE-000003527,RUN-IE-2026-02-REG-001,PAY-WKR-002398,ALLOW_TRAVEL,Travel allowance (excluded),38.85,EUR,ALLOWANCE,N,N
LINE-000003528,RUN-IE-2026-02-REG-001,PAY-WKR-002398,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),209.24,EUR,EXCLUDED,Y,N
LINE-000003529,RUN-IE-2026-02-REG-001,PAY-WKR-002399,BASE,Base salary,2576.26,EUR,BASE,N,N
LINE-000003530,RUN-IE-2026-02-REG-001,PAY-WKR-002400,BASE,Base salary,8910.41,EUR,BASE,N,N
LINE-000003531,RUN-IE-2026-02-REG-001,PAY-WKR-002401,BASE,Base salary,3977.74,EUR,BASE,N,N
LINE-000003532,RUN-IE-2026-02-REG-001,PAY-WKR-002402,BASE,Base salary,4870.35,EUR,BASE,N,N
LINE-000003533,RUN-IE-2026-02-REG-001,PAY-WKR-002402,BONUS,Bonus payment,983.6,EUR,VARIABLE,N,N
LINE-000003534,RUN-IE-2026-02-REG-001,PAY-WKR-002403,BASE,Base salary,11299.16,EUR,BASE,N,N
LINE-000003535,RUN-IE-2026-02-REG-001,PAY-WKR-002404,BASE,Base salary,5086.81,EUR,BASE,N,N
LINE-000003536,RUN-IE-2026-02-REG-001,PAY-WKR-002405,BASE,Base salary,3801.87,EUR,BASE,N,N
LINE-000003537,RUN-IE-2026-02-REG-001,PAY-WKR-002406,BASE,Base salary,2978.93,EUR,BASE,N,N
LINE-000003538,RUN-IE-2026-02-REG-001,PAY-WKR-002407,BASE,Base salary,12547.47,EUR,BASE,N,N
LINE-000003539,RUN-IE-2026-02-REG-001,PAY-WKR-002407,BONUS,Bonus payment,1229.65,EUR,VARIABLE,N,N
LINE-000003540,RUN-IE-2026-02-REG-001,PAY-WKR-002408,BASE,Base salary,3331.08,EUR,BASE,N,N
LINE-000003541,RUN-IE-2026-02-REG-001,PAY-WKR-002409,BASE,Base salary,4204.77,EUR,BASE,N,N
LINE-000003542,RUN-IE-2026-02-REG-001,PAY-WKR-002410,BASE,Base salary,6745.32,EUR,BASE,N,N
LINE-000003543,RUN-IE-2026-02-REG-001,PAY-WKR-002411,BASE,Base salary,8138.84,EUR,BASE,N,N
LINE-000003544,RUN-IE-2026-02-REG-001,PAY-WKR-002412,BASE,Base salary,2655.25,EUR,BASE,N,N
LINE-000003545,RUN-IE-2026-02-REG-001,PAY-WKR-002412,ALLOW_TRAVEL,Travel allowance (excluded),128.0,EUR,ALLOWANCE,N,N
LINE-000003546,RUN-IE-2026-02-REG-001,PAY-WKR-002413,BASE,Base salary,7219.33,EUR,BASE,N,N
LINE-000003547,RUN-IE-2026-02-REG-001,PAY-WKR-002414,BASE,Base salary,3254.52,EUR,BASE,N,N
LINE-000003548,RUN-IE-2026-02-REG-001,PAY-WKR-002415,BASE,Base salary,7101.05,EUR,BASE,N,N
LINE-000003549,RUN-IE-2026-02-REG-001,PAY-WKR-002415,BONUS,Bonus payment,2827.1,EUR,VARIABLE,N,N
LINE-000003550,RUN-IE-2026-02-REG-001,PAY-WKR-002416,BASE,Base salary,8491.34,EUR,BASE,N,N
LINE-000003551,RUN-IE-2026-02-REG-001,PAY-WKR-002417,BASE,Base salary,6990.13,EUR,BASE,N,N
LINE-000003552,RUN-IE-2026-02-REG-001,PAY-WKR-002418,BASE,Base salary,4715.99,EUR,BASE,N,N
LINE-000003553,RUN-IE-2026-02-REG-001,PAY-WKR-002418,BONUS,Bonus payment,573.44,EUR,VARIABLE,N,N
LINE-000003554,RUN-IE-2026-02-REG-001,PAY-WKR-002419,BASE,Base salary,3612.53,EUR,BASE,N,N
LINE-000003555,RUN-IE-2026-02-REG-001,PAY-WKR-002420,UNMAPPED_X,Intentionally unmapped code (blocker),77.42,EUR,UNKNOWN,N,N
LINE-000003556,RUN-IE-2026-02-REG-001,PAY-WKR-002420,BASE,Base salary,4493.68,EUR,BASE,N,N
LINE-000003557,RUN-IE-2026-02-REG-001,PAY-WKR-002420,BONUS,Bonus payment,963.06,EUR,VARIABLE,N,N
LINE-000003558,RUN-IE-2026-02-REG-001,PAY-WKR-002421,BASE,Base salary,5437.56,EUR,BASE,N,N
LINE-000003559,RUN-IE-2026-02-REG-001,PAY-WKR-002422,BASE,Base salary,12334.12,EUR,BASE,N,N
LINE-000003560,RUN-IE-2026-02-REG-001,PAY-WKR-002423,BASE,Base salary,7651.49,EUR,BASE,N,N
LINE-000003561,RUN-IE-2026-02-REG-001,PAY-WKR-002424,BASE,Base salary,4338.72,EUR,BASE,N,N
LINE-000003562,RUN-IE-2026-02-REG-001,PAY-WKR-002425,BASE,Base salary,3775.03,EUR,BASE,N,N
LINE-000003563,RUN-IE-2026-02-REG-001,PAY-WKR-002426,BASE,Base salary,6012.21,EUR,BASE,N,N
LINE-000003564,RUN-IE-2026-02-REG-001,PAY-WKR-002427,BASE,Base salary,4923.05,EUR,BASE,N,N
LINE-000003565,RUN-IE-2026-02-REG-001,PAY-WKR-002427,RETRO_ADJ,Retro adjustment (excluded),-37.65,EUR,EXCLUDED,N,Y
LINE-000003566,RUN-IE-2026-02-REG-001,PAY-WKR-002428,BASE,Base salary,12372.56,EUR,BASE,N,N
LINE-000003567,RUN-IE-2026-02-REG-001,PAY-WKR-002429,BASE,Base salary,8071.76,EUR,BASE,N,N
LINE-000003568,RUN-IE-2026-02-REG-001,PAY-WKR-002430,UNMAPPED_X,Intentionally unmapped code (blocker),154.59,EUR,UNKNOWN,N,N
LINE-000003569,RUN-IE-2026-02-REG-001,PAY-WKR-002430,BASE,Base salary,7119.29,EUR,BASE,N,N
LINE-000003570,RUN-IE-2026-02-REG-001,PAY-WKR-002430,BONUS,Bonus payment,406.54,EUR,VARIABLE,N,N
LINE-000003571,RUN-IE-2026-02-REG-001,PAY-WKR-002431,BASE,Base salary,2065.46,EUR,BASE,N,N
LINE-000003572,RUN-IE-2026-02-REG-001,PAY-WKR-002432,BASE,Base salary,6855.0,EUR,BASE,N,N
LINE-000003573,RUN-IE-2026-02-REG-001,PAY-WKR-002433,BASE,Base salary,2528.41,EUR,BASE,N,N
LINE-000003574,RUN-IE-2026-02-REG-001,PAY-WKR-002434,BASE,Base salary,5489.46,EUR,BASE,N,N
LINE-000003575,RUN-IE-2026-02-REG-001,PAY-WKR-002435,BASE,Base salary,3566.29,EUR,BASE,N,N
LINE-000003576,RUN-IE-2026-02-REG-001,PAY-WKR-002436,BASE,Base salary,8091.31,EUR,BASE,N,N
LINE-000003577,RUN-IE-2026-02-REG-001,PAY-WKR-002436,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),151.43,EUR,EXCLUDED,Y,N
LINE-000003578,RUN-IE-2026-02-REG-001,PAY-WKR-002437,BASE,Base salary,5511.94,EUR,BASE,N,N
LINE-000003579,RUN-IE-2026-02-REG-001,PAY-WKR-002438,BASE,Base salary,10044.52,EUR,BASE,N,N
LINE-000003580,RUN-IE-2026-02-REG-001,PAY-WKR-002439,BASE,Base salary,8308.34,EUR,BASE,N,N
LINE-000003581,RUN-IE-2026-02-REG-001,PAY-WKR-002439,ALLOW_TRAVEL,Travel allowance (excluded),127.39,EUR,ALLOWANCE,N,N
LINE-000003582,RUN-IE-2026-02-REG-001,PAY-WKR-002440,BASE,Base salary,1703.22,EUR,BASE,N,N
LINE-000003583,RUN-IE-2026-02-REG-001,PAY-WKR-002441,BASE,Base salary,2797.12,EUR,BASE,N,N
LINE-000003584,RUN-IE-2026-02-REG-001,PAY-WKR-002442,BASE,Base salary,6019.57,EUR,BASE,N,N
LINE-000003585,RUN-IE-2026-02-REG-001,PAY-WKR-002443,BASE,Base salary,3426.5,EUR,BASE,N,N
LINE-000003586,RUN-IE-2026-02-REG-001,PAY-WKR-002443,BONUS,Bonus payment,539.74,EUR,VARIABLE,N,N
LINE-000003587,RUN-IE-2026-02-REG-001,PAY-WKR-002444,BASE,Base salary,5276.1,EUR,BASE,N,N
LINE-000003588,RUN-IE-2026-02-REG-001,PAY-WKR-002445,BASE,Base salary,11919.46,EUR,BASE,N,N
LINE-000003589,RUN-IE-2026-02-REG-001,PAY-WKR-002445,ALLOW_TRAVEL,Travel allowance (excluded),109.94,EUR,ALLOWANCE,N,N
LINE-000003590,RUN-IE-2026-02-REG-001,PAY-WKR-002446,BASE,Base salary,3327.42,EUR,BASE,N,N
LINE-000003591,RUN-IE-2026-02-REG-001,PAY-WKR-002447,BASE,Base salary,4465.65,EUR,BASE,N,N
LINE-000003592,RUN-IE-2026-02-REG-001,PAY-WKR-002447,BONUS,Bonus payment,691.37,EUR,VARIABLE,N,N
LINE-000003593,RUN-IE-2026-02-REG-001,PAY-WKR-002448,BASE,Base salary,6177.29,EUR,BASE,N,N
LINE-000003594,RUN-IE-2026-02-REG-001,PAY-WKR-002449,BASE,Base salary,11761.59,EUR,BASE,N,N
LINE-000003595,RUN-IE-2026-02-REG-001,PAY-WKR-002449,BONUS,Bonus payment,4307.56,EUR,VARIABLE,N,N
LINE-000003596,RUN-IE-2026-02-REG-001,PAY-WKR-002450,BASE,Base salary,2858.51,EUR,BASE,N,N
LINE-000003597,RUN-IE-2026-02-REG-001,PAY-WKR-002450,BONUS,Bonus payment,440.02,EUR,VARIABLE,N,N
LINE-000003598,RUN-IE-2026-02-REG-001,PAY-WKR-002451,UNMAPPED_X,Intentionally unmapped code (blocker),163.67,EUR,UNKNOWN,N,N
LINE-000003599,RUN-IE-2026-02-REG-001,PAY-WKR-002451,BASE,Base salary,5031.04,EUR,BASE,N,N
LINE-000003600,RUN-IE-2026-02-REG-001,PAY-WKR-002452,BASE,Base salary,9882.71,EUR,BASE,N,N
LINE-000003601,RUN-IE-2026-02-REG-001,PAY-WKR-002452,BONUS,Bonus payment,1229.03,EUR,VARIABLE,N,N
LINE-000003602,RUN-IE-2026-02-REG-001,PAY-WKR-002453,BASE,Base salary,3263.99,EUR,BASE,N,N
LINE-000003603,RUN-IE-2026-02-REG-001,PAY-WKR-002454,BASE,Base salary,3079.95,EUR,BASE,N,N
LINE-000003604,RUN-IE-2026-02-REG-001,PAY-WKR-002455,BASE,Base salary,6269.94,EUR,BASE,N,N
LINE-000003605,RUN-IE-2026-02-REG-001,PAY-WKR-002455,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-143.96,EUR,EXCLUDED,Y,N
LINE-000003606,RUN-IE-2026-02-REG-001,PAY-WKR-002456,BASE,Base salary,10761.55,EUR,BASE,N,N
LINE-000003607,RUN-IE-2026-02-REG-001,PAY-WKR-002457,UNMAPPED_X,Intentionally unmapped code (blocker),182.78,EUR,UNKNOWN,N,N
LINE-000003608,RUN-IE-2026-02-REG-001,PAY-WKR-002457,BASE,Base salary,3213.7,EUR,BASE,N,N
LINE-000003609,RUN-IE-2026-02-REG-001,PAY-WKR-002458,BASE,Base salary,5225.3,EUR,BASE,N,N
LINE-000003610,RUN-IE-2026-02-REG-001,PAY-WKR-002458,BONUS,Bonus payment,1452.46,EUR,VARIABLE,N,N
LINE-000003611,RUN-IE-2026-02-REG-001,PAY-WKR-002459,BASE,Base salary,3536.84,EUR,BASE,N,N
LINE-000003612,RUN-IE-2026-02-REG-001,PAY-WKR-002460,BASE,Base salary,13715.17,EUR,BASE,N,N
LINE-000003613,RUN-IE-2026-02-REG-001,PAY-WKR-002461,BASE,Base salary,1943.21,EUR,BASE,N,N
LINE-000003614,RUN-IE-2026-02-REG-001,PAY-WKR-002461,ALLOW_TRAVEL,Travel allowance (excluded),115.48,EUR,ALLOWANCE,N,N
LINE-000003615,RUN-IE-2026-02-REG-001,PAY-WKR-002462,BASE,Base salary,4678.9,EUR,BASE,N,N
LINE-000003616,RUN-IE-2026-02-REG-001,PAY-WKR-002463,BASE,Base salary,5737.24,EUR,BASE,N,N
LINE-000003617,RUN-IE-2026-02-REG-001,PAY-WKR-002463,BONUS,Bonus payment,848.31,EUR,VARIABLE,N,N
LINE-000003618,RUN-IE-2026-02-REG-001,PAY-WKR-002464,UNMAPPED_X,Intentionally unmapped code (blocker),238.03,EUR,UNKNOWN,N,N
LINE-000003619,RUN-IE-2026-02-REG-001,PAY-WKR-002464,BASE,Base salary,3960.38,EUR,BASE,N,N
LINE-000003620,RUN-IE-2026-02-REG-001,PAY-WKR-002465,BASE,Base salary,7903.48,EUR,BASE,N,N
LINE-000003621,RUN-IE-2026-02-REG-001,PAY-WKR-002466,BASE,Base salary,7164.5,EUR,BASE,N,N
LINE-000003622,RUN-IE-2026-02-REG-001,PAY-WKR-002467,BASE,Base salary,10909.31,EUR,BASE,N,N
LINE-000003623,RUN-IE-2026-02-REG-001,PAY-WKR-002467,BONUS,Bonus payment,663.34,EUR,VARIABLE,N,N
LINE-000003624,RUN-IE-2026-02-REG-001,PAY-WKR-002468,BASE,Base salary,13610.76,EUR,BASE,N,N
LINE-000003625,RUN-IE-2026-02-REG-001,PAY-WKR-002469,BASE,Base salary,6263.12,EUR,BASE,N,N
LINE-000003626,RUN-IE-2026-02-REG-001,PAY-WKR-002470,BASE,Base salary,4222.54,EUR,BASE,N,N
LINE-000003627,RUN-IE-2026-02-REG-001,PAY-WKR-002471,BASE,Base salary,4869.81,EUR,BASE,N,N
LINE-000003628,RUN-IE-2026-02-REG-001,PAY-WKR-002471,BONUS,Bonus payment,1352.23,EUR,VARIABLE,N,N
LINE-000003629,RUN-IE-2026-02-REG-001,PAY-WKR-002472,BASE,Base salary,6975.04,EUR,BASE,N,N
LINE-000003630,RUN-IE-2026-02-REG-001,PAY-WKR-002472,BONUS,Bonus payment,2193.64,EUR,VARIABLE,N,N
LINE-000003631,RUN-IE-2026-02-REG-001,PAY-WKR-002472,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),236.18,EUR,EXCLUDED,Y,N
LINE-000003632,RUN-IE-2026-02-REG-001,PAY-WKR-002473,BASE,Base salary,10344.66,EUR,BASE,N,N
LINE-000003633,RUN-IE-2026-02-REG-001,PAY-WKR-002474,BASE,Base salary,5555.0,EUR,BASE,N,N
LINE-000003634,RUN-IE-2026-02-REG-001,PAY-WKR-002474,BONUS,Bonus payment,631.56,EUR,VARIABLE,N,N
LINE-000003635,RUN-IE-2026-02-REG-001,PAY-WKR-002475,BASE,Base salary,12435.99,EUR,BASE,N,N
LINE-000003636,RUN-IE-2026-02-REG-001,PAY-WKR-002475,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),301.01,EUR,EXCLUDED,Y,N
LINE-000003637,RUN-IE-2026-02-REG-001,PAY-WKR-002476,BASE,Base salary,8104.39,EUR,BASE,N,N
LINE-000003638,RUN-IE-2026-02-REG-001,PAY-WKR-002477,BASE,Base salary,2797.64,EUR,BASE,N,N
LINE-000003639,RUN-IE-2026-02-REG-001,PAY-WKR-002477,BONUS,Bonus payment,304.21,EUR,VARIABLE,N,N
LINE-000003640,RUN-IE-2026-02-REG-001,PAY-WKR-002478,BASE,Base salary,13133.35,EUR,BASE,N,N
LINE-000003641,RUN-IE-2026-02-REG-001,PAY-WKR-002479,BASE,Base salary,3228.2,EUR,BASE,N,N
LINE-000003642,RUN-IE-2026-02-REG-001,PAY-WKR-002480,BASE,Base salary,2541.77,EUR,BASE,N,N
LINE-000003643,RUN-IE-2026-02-REG-001,PAY-WKR-002481,SUSPECT_BASE,Suspected misclassified base-like code,812.18,EUR,BASE,N,N
LINE-000003644,RUN-IE-2026-02-REG-001,PAY-WKR-002481,BASE,Base salary,9909.73,EUR,BASE,N,N
LINE-000003645,RUN-IE-2026-02-REG-001,PAY-WKR-002482,BASE,Base salary,3339.61,EUR,BASE,N,N
LINE-000003646,RUN-IE-2026-02-REG-001,PAY-WKR-002483,BASE,Base salary,5086.31,EUR,BASE,N,N
LINE-000003647,RUN-IE-2026-02-REG-001,PAY-WKR-002484,BASE,Base salary,14536.98,EUR,BASE,N,N
LINE-000003648,RUN-IE-2026-02-REG-001,PAY-WKR-002485,BASE,Base salary,6354.26,EUR,BASE,N,N
LINE-000003649,RUN-IE-2026-02-REG-001,PAY-WKR-002485,BONUS,Bonus payment,568.26,EUR,VARIABLE,N,N
LINE-000003650,RUN-IE-2026-02-REG-001,PAY-WKR-002486,UNMAPPED_X,Intentionally unmapped code (blocker),152.43,EUR,UNKNOWN,N,N
LINE-000003651,RUN-IE-2026-02-REG-001,PAY-WKR-002486,BASE,Base salary,5595.05,EUR,BASE,N,N
LINE-000003652,RUN-IE-2026-02-REG-001,PAY-WKR-002487,BASE,Base salary,5584.48,EUR,BASE,N,N
LINE-000003653,RUN-IE-2026-02-REG-001,PAY-WKR-002488,BASE,Base salary,6077.44,EUR,BASE,N,N
LINE-000003654,RUN-IE-2026-02-REG-001,PAY-WKR-002488,BONUS,Bonus payment,950.43,EUR,VARIABLE,N,N
LINE-000003655,RUN-IE-2026-02-REG-001,PAY-WKR-002489,BASE,Base salary,6369.33,EUR,BASE,N,N
LINE-000003656,RUN-IE-2026-02-REG-001,PAY-WKR-002489,BONUS,Bonus payment,726.72,EUR,VARIABLE,N,N
LINE-000003657,RUN-IE-2026-02-REG-001,PAY-WKR-002490,BASE,Base salary,2914.24,EUR,BASE,N,N
LINE-000003658,RUN-IE-2026-02-REG-001,PAY-WKR-002490,RETRO_ADJ,Retro adjustment (excluded),200.74,EUR,EXCLUDED,N,Y
LINE-000003659,RUN-IE-2026-02-REG-001,PAY-WKR-002491,BASE,Base salary,2523.28,EUR,BASE,N,N
LINE-000003660,RUN-IE-2026-02-REG-001,PAY-WKR-002491,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-122.52,EUR,EXCLUDED,Y,N
LINE-000003661,RUN-IE-2026-02-REG-001,PAY-WKR-002492,BASE,Base salary,2640.88,EUR,BASE,N,N
LINE-000003662,RUN-IE-2026-02-REG-001,PAY-WKR-002492,BONUS,Bonus payment,258.08,EUR,VARIABLE,N,N
LINE-000003663,RUN-IE-2026-02-REG-001,PAY-WKR-002493,BASE,Base salary,4827.34,EUR,BASE,N,N
LINE-000003664,RUN-IE-2026-02-REG-001,PAY-WKR-002494,BASE,Base salary,4531.92,EUR,BASE,N,N
LINE-000003665,RUN-IE-2026-02-REG-001,PAY-WKR-002495,BASE,Base salary,4045.95,EUR,BASE,N,N
LINE-000003666,RUN-IE-2026-02-REG-001,PAY-WKR-002496,BASE,Base salary,8015.55,EUR,BASE,N,N
LINE-000003667,RUN-IE-2026-02-REG-001,PAY-WKR-002497,BASE,Base salary,2749.0,EUR,BASE,N,N
LINE-000003668,RUN-IE-2026-02-REG-001,PAY-WKR-002498,BASE,Base salary,4822.81,EUR,BASE,N,N
LINE-000003669,RUN-IE-2026-02-REG-001,PAY-WKR-002499,BASE,Base salary,1699.42,EUR,BASE,N,N
LINE-000003670,RUN-IE-2026-02-REG-001,PAY-WKR-002500,SUSPECT_BASE,Suspected misclassified base-like code,870.77,EUR,BASE,N,N
LINE-000003671,RUN-IE-2026-02-REG-001,PAY-WKR-002500,BASE,Base salary,8116.83,EUR,BASE,N,N
LINE-000003672,RUN-IE-2026-02-REG-001,PAY-WKR-002500,BONUS,Bonus payment,2430.75,EUR,VARIABLE,N,N
LINE-000003673,RUN-IE-2026-02-REG-001,PAY-WKR-002501,BASE,Base salary,3857.75,EUR,BASE,N,N
LINE-000003674,RUN-IE-2026-02-REG-001,PAY-WKR-002502,BASE,Base salary,7692.09,EUR,BASE,N,N
LINE-000003675,RUN-IE-2026-02-REG-001,PAY-WKR-002503,BASE,Base salary,14590.82,EUR,BASE,N,N
LINE-000003676,RUN-IE-2026-02-REG-001,PAY-WKR-002503,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),45.53,EUR,EXCLUDED,Y,N
LINE-000003677,RUN-IE-2026-02-REG-001,PAY-WKR-002504,BASE,Base salary,7517.4,EUR,BASE,N,N
LINE-000003678,RUN-IE-2026-02-REG-001,PAY-WKR-002505,BASE,Base salary,1687.59,EUR,BASE,N,N
LINE-000003679,RUN-IE-2026-02-REG-001,PAY-WKR-002505,BONUS,Bonus payment,288.17,EUR,VARIABLE,N,N
LINE-000003680,RUN-IE-2026-02-REG-001,PAY-WKR-002506,BASE,Base salary,3002.79,EUR,BASE,N,N
LINE-000003681,RUN-IE-2026-02-REG-001,PAY-WKR-002507,BASE,Base salary,11783.78,EUR,BASE,N,N
LINE-000003682,RUN-IE-2026-02-REG-001,PAY-WKR-002508,BASE,Base salary,5190.32,EUR,BASE,N,N
LINE-000003683,RUN-IE-2026-02-REG-001,PAY-WKR-002509,BASE,Base salary,7809.26,EUR,BASE,N,N
LINE-000003684,RUN-IE-2026-02-REG-001,PAY-WKR-002509,BONUS,Bonus payment,1194.48,EUR,VARIABLE,N,N
LINE-000003685,RUN-IE-2026-02-REG-001,PAY-WKR-002510,BASE,Base salary,3183.19,EUR,BASE,N,N
LINE-000003686,RUN-IE-2026-02-REG-001,PAY-WKR-002511,BASE,Base salary,4302.01,EUR,BASE,N,N
LINE-000003687,RUN-IE-2026-02-REG-001,PAY-WKR-002512,BASE,Base salary,10070.89,EUR,BASE,N,N
LINE-000003688,RUN-IE-2026-02-REG-001,PAY-WKR-002513,BASE,Base salary,9999.28,EUR,BASE,N,N
LINE-000003689,RUN-IE-2026-02-REG-001,PAY-WKR-002513,BONUS,Bonus payment,925.56,EUR,VARIABLE,N,N
LINE-000003690,RUN-IE-2026-02-REG-001,PAY-WKR-002514,BASE,Base salary,13903.89,EUR,BASE,N,N
LINE-000003691,RUN-IE-2026-02-REG-001,PAY-WKR-002515,BASE,Base salary,14904.93,EUR,BASE,N,N
LINE-000003692,RUN-IE-2026-02-REG-001,PAY-WKR-002516,BASE,Base salary,5823.66,EUR,BASE,N,N
LINE-000003693,RUN-IE-2026-02-REG-001,PAY-WKR-002517,BASE,Base salary,2636.0,EUR,BASE,N,N
LINE-000003694,RUN-IE-2026-02-REG-001,PAY-WKR-002518,BASE,Base salary,7815.93,EUR,BASE,N,N
LINE-000003695,RUN-IE-2026-02-REG-001,PAY-WKR-002519,BASE,Base salary,12718.81,EUR,BASE,N,N
LINE-000003696,RUN-IE-2026-02-REG-001,PAY-WKR-002520,BASE,Base salary,3911.68,EUR,BASE,N,N
LINE-000003697,RUN-IE-2026-02-REG-001,PAY-WKR-002521,BASE,Base salary,2866.76,EUR,BASE,N,N
LINE-000003698,RUN-IE-2026-02-REG-001,PAY-WKR-002522,BASE,Base salary,4540.67,EUR,BASE,N,N
LINE-000003699,RUN-IE-2026-02-REG-001,PAY-WKR-002523,BASE,Base salary,3777.99,EUR,BASE,N,N
LINE-000003700,RUN-IE-2026-02-REG-001,PAY-WKR-002524,BASE,Base salary,11551.58,EUR,BASE,N,N
LINE-000003701,RUN-IE-2026-02-REG-001,PAY-WKR-002525,BASE,Base salary,3390.54,EUR,BASE,N,N
LINE-000003702,RUN-IE-2026-02-REG-001,PAY-WKR-002525,ALLOW_TRAVEL,Travel allowance (excluded),79.02,EUR,ALLOWANCE,N,N
LINE-000003703,RUN-IE-2026-02-REG-001,PAY-WKR-002526,SUSPECT_BASE,Suspected misclassified base-like code,1180.77,EUR,BASE,N,N
LINE-000003704,RUN-IE-2026-02-REG-001,PAY-WKR-002526,BASE,Base salary,13957.25,EUR,BASE,N,N
LINE-000003705,RUN-IE-2026-02-REG-001,PAY-WKR-002527,BASE,Base salary,8194.67,EUR,BASE,N,N
LINE-000003706,RUN-IE-2026-02-REG-001,PAY-WKR-002527,BONUS,Bonus payment,1351.1,EUR,VARIABLE,N,N
LINE-000003707,RUN-IE-2026-02-REG-001,PAY-WKR-002528,BASE,Base salary,8087.53,EUR,BASE,N,N
LINE-000003708,RUN-IE-2026-02-REG-001,PAY-WKR-002529,BASE,Base salary,3022.95,EUR,BASE,N,N
LINE-000003709,RUN-IE-2026-02-REG-001,PAY-WKR-002530,BASE,Base salary,5144.14,EUR,BASE,N,N
LINE-000003710,RUN-IE-2026-02-REG-001,PAY-WKR-002531,BASE,Base salary,6596.26,EUR,BASE,N,N
LINE-000003711,RUN-IE-2026-02-REG-001,PAY-WKR-002531,ALLOW_TRAVEL,Travel allowance (excluded),146.7,EUR,ALLOWANCE,N,N
LINE-000003712,RUN-IE-2026-02-REG-001,PAY-WKR-002532,BASE,Base salary,5869.84,EUR,BASE,N,N
LINE-000003713,RUN-IE-2026-02-REG-001,PAY-WKR-002533,BASE,Base salary,4349.34,EUR,BASE,N,N
LINE-000003714,RUN-IE-2026-02-REG-001,PAY-WKR-002533,BONUS,Bonus payment,1298.15,EUR,VARIABLE,N,N
LINE-000003715,RUN-IE-2026-02-REG-001,PAY-WKR-002534,BASE,Base salary,10283.33,EUR,BASE,N,N
LINE-000003716,RUN-IE-2026-02-REG-001,PAY-WKR-002535,UNMAPPED_X,Intentionally unmapped code (blocker),69.29,EUR,UNKNOWN,N,N
LINE-000003717,RUN-IE-2026-02-REG-001,PAY-WKR-002535,BASE,Base salary,4310.96,EUR,BASE,N,N
LINE-000003718,RUN-IE-2026-02-REG-001,PAY-WKR-002536,BASE,Base salary,13571.74,EUR,BASE,N,N
LINE-000003719,RUN-IE-2026-02-REG-001,PAY-WKR-002536,BONUS,Bonus payment,4213.06,EUR,VARIABLE,N,N
LINE-000003720,RUN-IE-2026-02-REG-001,PAY-WKR-002537,BASE,Base salary,5699.29,EUR,BASE,N,N
